State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Illustrator(s),Translator(s)
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",The Secret Recipe (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Kaiser, Lisbeth","Maya Angelou (Little People, Big Dreams Series)",,"Salaberria, Leire",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Katz, Karen",Los colores de nuestra piel/The Colors of Us (Spanish Version),,,"Marfà Pagès, Fina"
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Katz, Karen",The Colors of Us,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Kay, Matthew R.","Not Light, but Fire: How to Lead Meaningful Race Conversations in the Classroom",,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Kendi, Ibram X.",How to Be an Antiracist,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Khalil, Aya",The Arabic Quilt: An Immigrant Story,,"Semirdzhyan, Anait",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Khan, Brooke",Home of the Brave: 15 Immigrants Who Shaped U.S. History,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Khan, Hena",Like the Moon Loves the Sky,,"Khan, Saffa",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Khan, Hena",Under My Hijab,,"Jaleel, Aaliya",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Kissinger, Katie",All the Colors We Are: Todos los colores de nuestra piel/The Story of How We Get Our Skin Color,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Kissinger, Katie",All the Colors We Are: Todos los colores de nuestra piel/The Story of How We Get Our Skin Color (Spanish Version),,"Krutein, Wernher",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Kostecki-Shaw, Jenny Sue","Iguales, pero diferentes (Same, Same But Different)",,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Kostecki-Shaw, Jenny Sue","Same, Same But Different",,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Krull, Kathleen",Harvesting Hope: The Story of Cesar Chavez,,"Morales, Yuyi",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Krull, Kathleen",Starstruck: The Cosmic Journey of Neil Degrasse Tyson,"Brewer, Paul","Morrison, Frank",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Krull, Kathleen",What Was the March on Washington? (What was...? Series),,"Tomkinson, Tim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Kuhlman, Evan",Hank's Big Day: The Story of a Bug,,"Groenink, Chuck",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"La Grotteria, Coni",El color de la piel,,"Pereda, Laura",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Labrecque, Ellen",Who Was Maya Angelou? (Who was...? Series),,"Putra, Dede",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Ladson-Billings, Gloria",The Dreamkeepers: Successful Teachers of African American Children,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lainez, Rene Colato",¡Vámonos! Let's Go!,,"Cepeda, Joe",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lassieur, Allison",25 Women Who Dared to Go,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Latham, Irene","Can I Touch Your Hair? Poems of Race, Mistakes, and Friendship","Waters, Charles","Qualls, Sean; Alko, Selina",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Le, Minh",Drawn Together,,"Santat, Dan",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lee, Lyla",Mindy Kim and the Big Pizza Challenge (Mindy Kim Series),,"Ho, Dung",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lee, Lyla",Mindy Kim and the Birthday Puppy (Mindy Kim Series),,"Ho, Dung",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lee, Lyla",Mindy Kim and the Fairy-Tale Wedding (Mindy Kim Series),,"Ho, Dung",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lee, Lyla",Mindy Kim and the Lunar New Year Parade (Mindy Kim Series),,"Ho, Dung",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lee, Lyla",Mindy Kim and the Trip to Korea (Mindy Kim Series),,"Ho, Dung",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lee, Lyla",Mindy Kim and the Yummy Seaweed Business (Mindy Kim Series),,"Ho, Dung",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lee, Lyla","Mindy Kim, Class President (Mindy Kim Series)",,"Ho, Dung",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Levine, Ellen",Henry's Freedom Box: A True Story from the Underground Railroad,,"Nelson, Kadir",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lin, Grace",A Big Mooncake for Little Star,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lockington, Mariama J.",For Black Girls Like Me,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Love, Bettina L.",We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Love, Jessica",Julián Is a Mermaid (Julián Series),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Ludwig, Trudy",The Power of One: Every Act of Kindness Counts,,"Curato, Mike",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lumumba, Chokwe","Reparations, Yes!: The Legal And Political Reasons Why New Afrikans, Black People In North America, Should Be Paid Now For The Enslavement Of Our Ancestors","Obadele, Imari Abubakari; Taifa, Nkechi",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lyiscott, Jamila","Black Appetite. White Food.: Issues of Race, Voice, and Justice Within and Beyond the Classroom",,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Lyons, Kelly Starling","Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations",,"Mallett, Keith",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Maillard, Kevin Noble",Fry Bread: A Native American Family Story,,"Martinez-Neal, Juana",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Marley, Bob","Get Up, Stand Up","Marley Booker, Cedella","Cabuay, John Jay",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Marsalis, Wynton","Squeak, Rumble, Whomp! Whomp! Whomp!: A Sonic Adventure",,"Rogers, Paul",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Martinez-Neal, Juana",Alma and How She Got Her Name,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McDaniel, Breanna J.",Hands Up!,,"Evans, Shane W.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McDonough, Yona Zeldis",What Was the Underground Railroad? (What was...? Series),,"Mortimer, Lauren",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McGhee, Holly M.",Come with Me,,Pascal Lemaître,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McKay, Hilary",Lulu and the Duck in the Park (Lulu Series),,"Lamont, Priscilla",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McManis, Charlene Willing",Indian No More,"Sorell, Traci",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola at the Library (Lola Series),,"Beardshaw, Rosalind",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola at the Library with Mommy (Lola Series),,"Beardshaw, Rosalind",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Gets a Cat (Lola Series),,"Beardshaw, Rosalind",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Goes to School (Lola Series),,"Beardshaw, Rosalind",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Loves Stories (Lola Series),,"Beardshaw, Rosalind",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Loves Stories with Daddy (Lola Series),,"Beardshaw, Rosalind",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Plants a Garden (Lola Series),,"Beardshaw, Rosalind",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Reads to Leo (Lola Series),,"Beardshaw, Rosalind",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Sleeps Over (Lola Series),,"Beardshaw, Rosalind",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Meddour, Wendy",Lubna and Pebble,,"Egneus, Daniel",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Medina, Meg","Mango, Abuela, and Me",,"Dominguez, Angela",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Medina, Nico",What Was Stonewall? (What was...? Series),,"Murray, Jake",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Medina, Nico",Who Was Aretha Franklin? (Who was...? Series),,"Copeland, Gregory",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Meltzer, Brad","I am Martin Luther King, Jr.",,"Eliopoulos, Christopher",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Meltzer, Brad",I Am Rosa Parks,,"Eliopoulos, Christopher",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Melvin, Leland",Chasing Space Young Readers' Edition,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Memory, Jelani",A Kids Book About Racism,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Mendez, Yamile Saied",¿De Dónde Eres?/Where Are You From?,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Mian, Zanib",Planet Omar: Accidental Trouble Magnet (Planet Omar Series),,"Mafaridik, Nasaya",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Mian, Zanib",Planet Omar: Epic Hero Flop (Planet Omar Series),,"Cheng, Kyan",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Mian, Zanib",Planet Omar: Incredible Rescue Mission (Planet Omar Series),,"Mafaridik, Nasaya",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Mian, Zanib",Planet Omar: Unexpected Super Spy (Planet Omar Series),,"Mafaridik, Nasaya",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",Beware the Werewolf (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",Campfire Stories (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",Escape from the Roller Ghoster (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés","Ghosts Don't Ride Bikes, Do They? (Desmond Cole Ghost Patrol Series)",,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",Ghouls Just Want to Have Fun (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",Major Monster Mess (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",Night of the Zombie Zookeeper (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés","Now Museum, Now You Don't (Desmond Cole Ghost Patrol Series)",,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés","Surf's Up, Creepy Stuff! (Desmond Cole Ghost Patrol Series)",,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",The Haunted House Next Door (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",The Scary Library Shusher (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",The Sleepwalking Snowman (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",The Vampire Ate My Homework (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miedoso, Andrés",Who Wants I Scream? (Desmond Cole Ghost Patrol Series),,"Rivas, Víctor",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Miller, Sharee",Don't Touch My Hair!,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Millner, Denene",Early Sunday Morning,,"Brantley-Newton, Vanessa",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Moore Jr., Eddie",The Guide for White Women Who Teach Black Boys,"Penick-Parks, Marguerite W.; Michael, Ali",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Mora, Oge",Saturday,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Mora, Oge","Thank You, Omu!",,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Morales, Yuyi",Dreamers,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Morales, Yuyi",Niño Wrestles the World (Niño Series),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Morris, Monique W.",Pushout: The Criminalization of Black Girls in Schools,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Morrison, Toni",Peeny Butter Fudge,"Morrison, Slade","Cepeda, Joe",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Mosca, Julia Finley",The Doctor with an Eye for Eyes: The Story of Dr. Patricia Bath,,"Rieley, Daniel",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Mosca, Julia Finley",The Girl with a Mind for Math: The Story of Raye Montague,,"Rieley, Daniel",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Muhammad, Gholdy",Cultivating Genius: An Equity Framework for Culturally and Historically Responsive Literacy,,,
