OBJECTID,Survey,Location,Date_,Source,US_Acres,Origin,Class,SubClass,Group_,CoOccuElem,Notes,SubGroup,CMECS_Code,Label,Shape_Length,Shape_Area
1197,MBBS-Oyster,MD,1974-1983,MD DNR,6.362504,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1066.34822959641,42604.3614466302
1198,MBBS-Oyster,MD,1974-1983,MD DNR,23.733978,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,2256.70519126369,158780.790058138
1199,MBBS-Oyster,MD,1974-1983,MD DNR,7.065171,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1077.61570599422,47304.9820753942
1200,MBBS-Oyster,MD,1974-1983,MD DNR,36.363077,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,2102.68443301897,243389.501989347
1201,MBBS-Oyster,MD,1974-1983,MD DNR,3133.050483,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,85659.4757526825,20973984.0437396
1202,MBBS-Oyster,MD,1974-1983,MD DNR,30.418384,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,2465.40062586428,203696.985737924
1203,MBBS-Oyster,MD,1974-1983,MD DNR,16.245068,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1855.73589919202,108796.480869164
1204,MBBS-Oyster,MD,1974-1983,MD DNR,23.166678,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,3479.36947078593,155124.278825705
1205,MBBS-Oyster,MD,1974-1983,MD DNR,105.629266,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,7021.08878279939,707286.864597862
1206,Acoustic,"Miles River, MD",2011 July,NOAA-CBO,54.976742,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,7745.20795642297,366739.072234991
1207,Acoustic,"Miles River, MD",2011 July,NOAA-CBO,3.333419,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1130.16362192832,22250.8591749407
1208,Acoustic,"Tolly Point, Severn River, MD",2008 November,MGS,164.768266,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,6960.32941757019,1104229.76278795
1209,MBBS-Oyster,MD,1974-1983,MD DNR,421.451191,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,10812.464110735,2827418.06999461
1210,Acoustic,"Tolly Point, Severn River, MD",2008 November,MGS,2.65285,Anthropogenic,Anthropogenic_Shell,Anthropogenic_Shell_Rubble,Anthropogenic_Oyster_Rubble,<Null>, , ,S3.6.2.1,Man-Made Oyster Rubble,745.895873332763,17781.7528017775
1211,MBBS-Oyster,MD,1974-1983,MD DNR,1.374686,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,768.729166668631,9216.2234807698
1212,Acoustic,"Severn River, MD",2009 November,NOAA-CBO,127.439625,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,5373.85573868405,854521.818761824
1213,Acoustic,"Severn River, MD",2010 May,MGS,55.062453,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,3912.40537962853,369170.160141319
1214,Acoustic,"Severn River, MD",2009 November,NOAA-CBO,34.895151,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,5328.05299021031,233987.246892908
1215,Acoustic,"Chesapeake Bay, MD",2009 June,NOAA-CBO,39.274361,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,2862.41650929282,263065.246314424
1216,MBBS-Oyster,MD,1974-1983,MD DNR,41.818056,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,2432.7605762767,280153.444316784
1217,Acoustic,"Broad Creek, MD",2010 March,MGS,25.891625,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,5276.92625747439,172604.262199306
1218,Acoustic,"Broad Creek, MD",2010 March,MGS,79.070465,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,5385.67602721927,526852.389174148
1219,Acoustic,"Broad Creek, MD",2010 March,MGS,4.114546,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,667.73724875288,27426.9570512705
1220,Acoustic,"Broad Creek, MD",2010 March,MGS,2.183937,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,464.22211090892,14563.7017403505
1221,Acoustic,"Broad Creek, MD",2010 March,MGS,5.697384,Anthropogenic,Anthropogenic_Shell,Anthropogenic_Shell_Rubble,Anthropogenic_Oyster_Rubble,<Null>, , ,S3.6.2.1,Man-Made Oyster Rubble,1411.76355688912,37999.3586771921
1222,Acoustic,"Miles River, MD",2011 July,NOAA-CBO,5.746916,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1256.90607439753,38354.9158963085
1223,Acoustic,"Tred Avon River, MD",2008 February,MGS,7.175106,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,1319.1188526982,47789.2815890309
1224,Acoustic,"Tred Avon River, MD",2008 February,MGS,1.167167,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,411.091061527462,7772.95418975351
1225,Acoustic,"Tred Avon River, MD",2008 February,MGS,20.172902,Anthropogenic,Anthropogenic_Shell,Anthropogenic_Shell_Rubble,Anthropogenic_Oyster_Rubble,Mud, , ,S3.6.2.1,Man-Made Oyster Rubble,1804.57143570384,134331.080488047
1226,Acoustic,"Tred Avon River, MD",2008 February,MGS,15.366206,Unclassified,Unclassified,Unclassified,Unclassified,<Null>, , ,S9.9.9.9,Unclassified,3313.08689856194,102290.044530876
1227,Acoustic,"Tred Avon River, MD",2008 February,MGS,5.073168,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,1282.38756832438,33781.2431940502
1228,Acoustic,"Tred Avon River, MD",2008 February,MGS,17.959859,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,4295.36862821948,119589.36681819
1229,Acoustic,"Tred Avon River, MD",2008 February,MGS,15.359738,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,3149.99243060342,102274.934620057
1230,Acoustic,"Tred Avon River, MD",2008 February,MGS,36.067853,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,3376.90479056721,240139.982598732
1231,MBBS-Oyster,MD,1974-1983,MD DNR,23.210648,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1889.15596068282,154441.599668459
1232,Acoustic,"Tred Avon River, MD",2010 September,NOAA-CBO,0.994594,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,372.309378266883,6620.57484747276
1233,MBBS-Oyster,MD,1974-1983,MD DNR,20.99366,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1812.9334637042,139492.062509553
1234,Acoustic,"Choptank River, MD",2007-2010,MGS,464.546035,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,25756.7176798232,3083733.42183234
1235,Acoustic,"Harris Cr., Choptank River, MD",2010 January,MGS,2.989543,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,892.825965293807,19936.7278531436
1236,Acoustic,"Harris Cr., Choptank River, MD",2010 January,MGS,2.561358,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,636.413762385835,17073.3520832799
1237,Acoustic,"Harris Cr., Choptank River, MD",2010 January,MGS,0.081115,Unclassified,Unclassified,Unclassified,Unclassified,<Null>, , ,S9.9.9.9,Unclassified,378.571375050792,540.461383095266
1238,Acoustic,"Choptank River, MD",2007-2010,MGS,1.272659,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1976.25412608255,8448.92914643714
1239,MBBS-Oyster,MD,1974-1983,MD DNR,66.398297,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,2770.60784096421,440694.881479439
1240,Acoustic,"Choptank River, MD",2007-2010,MGS,13.930424,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,3271.07452282804,92483.7305398448
1241,Acoustic,"Choptank River, MD",2013,MGS,820.724942,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,24247.3753993681,5451629.11628031
1242,Acoustic,"Choptank River, MD",2007-2010,MGS,21.645141,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,2475.74016070842,143715.25366732
1243,Acoustic,"Upper Choptank River, MD",2008 April,MGS,2.983585,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,599.270700379894,19827.0178178495
1244,Acoustic,"Harris Cr., Choptank River, MD",2010 January,MGS,15.095704,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,3182.28813925013,100589.437679872
1245,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,9.489618,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1214.97754258631,62980.2194324096
1246,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,11.174521,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1434.01470529916,74169.8564294941
1247,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,31.309414,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,2802.75993873839,207832.372693727
1248,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,277.968281,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,17503.0916037282,1844877.48584637
1249,Acoustic,"Upper Choptank River, MD",2008 April,MGS,72.002085,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,9789.63983062647,478081.300591345
1250,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,37.618153,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,5402.34046278789,249590.429930017
1251,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,1.17476,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,355.013969077126,7793.14122530344
1252,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,89.412333,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,8242.63944785599,593142.824771404
1253,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,8.259037,Anthropogenic,Anthropogenic_Shell,Anthropogenic_Shell_Rubble,Anthropogenic_Oyster_Rubble,<Null>, , ,S3.6.2.1,Man-Made Oyster Rubble,969.082824684108,54799.1866285112
1254,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,3.896117,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,716.740032299984,25851.6084770564
1255,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,34.211994,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,2572.80820998201,226997.127979196
1256,Acoustic,"Choptank River, MD",2008 April,NOAA-CBO,1.318389,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,507.835770079134,8746.58037314219
1257,Acoustic,Little Choptank River,2009 May,MGS,19.159767,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,2724.03886033943,126986.333749485
1258,Acoustic,Little Choptank River,2009 May,MGS,10.651992,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,2528.34494956441,70628.2060418722
1259,Acoustic,Little Choptank River,2009 May,MGS,8.051452,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1368.40117783955,53373.3090150557
1260,Acoustic,Little Choptank River,2009 May,MGS,1.777078,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,635.045601407544,11782.7009554194
1261,Acoustic,Little Choptank River,2009 May,MGS,14.716759,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,2747.15855115263,97548.1307859064
1262,Acoustic,Little Choptank River,2009 May,MGS,13.490446,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,2721.00713462754,89405.8145118032
1263,Acoustic,Little Choptank River,2009 May,MGS,1.628578,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,496.396872260194,10794.5094140953
1264,MBBS-Oyster,MD,1974-1983,MD DNR,33.985242,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,3510.9277547108,224933.157885088
1265,MBBS-Oyster,MD,1974-1983,MD DNR,7.420427,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,849.867366770997,49109.2077133182
1266,MBBS-Oyster,MD,1974-1983,MD DNR,8.884699,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1113.06628508613,58768.0778196304
1267,MBBS-Oyster,MD,1974-1983,MD DNR,202.445034,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,11510.4070755321,1339532.77941733
1268,MBBS-Oyster,MD,1974-1983,MD DNR,12.284439,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1213.87530545201,81276.8594573727
1269,MBBS-Oyster,MD,1974-1983,MD DNR,2.889833,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,565.421725960247,19123.611839483
1270,MBBS-Oyster,MD,1974-1983,MD DNR,1.635282,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,424.365364741113,10815.5437006359
1271,MBBS-Oyster,MD,1974-1983,MD DNR,2.594887,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,588.428582452357,17167.0425084895
1272,Acoustic,"Patuxent River, MD",2010 November,MGS,363.71337,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,18654.3077596837,2402677.06495557
1273,MBBS-Oyster,MD,1974-1983,MD DNR,3.057619,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,615.048500092744,20190.1155177219
1274,MBBS-Oyster,MD,1974-1983,MD DNR,5.159808,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,740.729296066958,34066.1953419114
1275,MBBS-Oyster,MD,1974-1983,MD DNR,137.743516,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,8236.46094599956,908632.978314344
1276,MBBS-Oyster,MD,1974-1983,MD DNR,75.091551,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,8028.94236503811,495615.27116473
1277,MBBS-Oyster,MD,1974-1983,MD DNR,11.431099,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1355.23170349438,75376.6617880566
1278,MBBS-Oyster,MD,1974-1983,MD DNR,83.017344,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,4301.26533458405,547712.145802121
1279,MBBS-Oyster,MD,1974-1983,MD DNR,89.160601,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,4765.16729249058,587948.337213533
1280,MBBS-Oyster,MD,1974-1983,MD DNR,22.225443,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,2105.79392854816,146680.077348763
1281,MBBS-Oyster,MD,1974-1983,MD DNR,395.670257,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,26492.5230945054,2611848.69200807
1282,MBBS-Oyster,MD,1974-1983,MD DNR,11.816889,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,1021.8158508253,78056.3569157797
1283,MBBS-Oyster,MD,1974-1983,MD DNR,1.212245,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,490.17975932561,8017.15410124529
1284,Acoustic,"Patuxent River, MD",2011 January,MGS,85.49032,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,7982.83943540334,565511.311271265
1285,MBBS-Oyster,MD,1974-1983,MD DNR,5.034588,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,830.759710421805,33241.1072218351
1286,MBBS-Oyster,MD,1974-1983,MD DNR,32.279081,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,3092.14160489991,213124.893689667
1287,MBBS-Oyster,MD,1974-1983,MD DNR,6.641159,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1016.14365300957,43797.4584415619
1288,MBBS-Oyster,MD,1974-1983,MD DNR,99.484269,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,4865.68715867542,656865.332726491
1289,MBBS-Oyster,MD,1974-1983,MD DNR,4.585437,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,831.314131023882,30330.8992313208
1290,MBBS-Oyster,MD,1974-1983,MD DNR,1.600338,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,581.896611934545,10543.5959640533
1291,MBBS-Oyster,MD,1974-1983,MD DNR,2.945281,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,892.010163988938,19436.8288725437
1292,MBBS-Oyster,MD,1974-1983,MD DNR,4.987822,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1042.83652555299,32877.291386243
1293,MBBS-Oyster,MD,1974-1983,MD DNR,23.565187,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1630.04959216058,155344.931517386
1294,MBBS-Oyster,MD,1974-1983,MD DNR,9.608127,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1114.76780553567,63301.7006480312
1295,MBBS-Oyster,MD,1974-1983,MD DNR,17.96344,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1392.84356373786,118329.386041225
1296,MBBS-Oyster,MD,1974-1983,MD DNR,4.806099,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,728.322625405034,31669.0578976805
1297,MBBS-Oyster,MD,1974-1983,MD DNR,5.167035,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,756.982696362392,34050.5601639396
1298,MBBS-Oyster,MD,1974-1983,MD DNR,57.051441,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,2763.19053916427,375929.971774936
1299,MBBS-Oyster,MD,1974-1983,MD DNR,8.308588,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,914.762605366095,54761.6482991216
1300,MBBS-Oyster,MD,1974-1983,MD DNR,4.316432,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,893.464993794117,28442.8127638362
1301,MBBS-Oyster,MD,1974-1983,MD DNR,4.227193,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,634.270262996627,27869.3695786403
1302,MBBS-Oyster,MD,1974-1983,MD DNR,20.834092,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1744.93778719187,137328.899532913
1303,MBBS-Oyster,MD,1974-1983,MD DNR,6.883455,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,848.924063873082,45377.3092053694
1304,MBBS-Oyster,MD,1974-1983,MD DNR,4.063868,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,612.674068326712,26791.433379412
1305,MBBS-Oyster,MD,1974-1983,MD DNR,6.208246,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,955.367463419282,40934.6931838126
1306,MBBS-Oyster,MD,1974-1983,MD DNR,46.670909,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,4577.21867357676,307657.166754688
1307,MBBS-Oyster,MD,1974-1983,MD DNR,27.551537,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,2169.81518342041,181499.287752818
1308,MBBS-Oyster,MD,1974-1983,MD DNR,7.642996,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1116.46806532849,50351.5519707092
1309,MBBS-Oyster,MD,1974-1983,MD DNR,5.607584,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,734.585466566261,36976.783294931
1310,MBBS-Oyster,MD,1974-1983,MD DNR,10.405255,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1778.00372064193,68564.3433893755
1311,MBBS-Oyster,MD,1974-1983,MD DNR,8.620707,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1116.43718574209,56820.0574957829
1312,MBBS-Oyster,MD,1974-1983,MD DNR,27.572502,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,2165.52980045778,181736.529335998
1313,MBBS-Oyster,MD,1974-1983,MD DNR,20.824336,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1690.76332918097,137300.384791517
